,E-9-1-T,M-19-0-G,M-3-1-G,M-63-0-A,N-13-1-T,NSP10-57-2-C,NSP12-600-2-T,NSP14-42-0-G,NSP3-1892-0-A,NSP3-38-1-G,NSP3-889-2-G,NSP4-492-1-T,NSP5-132-1-A,NSP6-189-0-G,ORF3a-64-2-T,ORF6-20-0-C,S-1146-2-T,S-339-1-A,S-371-0-C,S-371-1-T,S-373-0-C,S-375-1-T,S-417-2-T,S-440-2-G,S-446-0-A,S-477-1-A,S-478-1-A,S-484-1-C,S-493-1-G,S-496-0-A,S-498-1-G,S-505-0-C,S-547-1-A,S-655-0-T,S-67-1-T,S-679-2-G,S-764-2-A,S-796-0-T,S-856-2-A,S-954-2-T,S-969-2-A,S-981-0-T
NSP5-132-1-A,0.7464828978645753,0.507951505480913,0.7666796679083777,0.40382016967359396,0.33336240590232746,0.23540726784391958,0.308654257611391,0.7201944608180774,0.20355869406861338,0.7895910870402926,0.19033211307594788,0.36618992368037345,-41.41671739184383,0.16036769912248194,0.7103138364238955,0.7334652275410424,0.8254510518520699,0.6584828512586736,-0.24332904808126965,0.32122153806748727,0.3597438398594887,0.3057196612343637,0.4961481367725261,0.17428940105715973,-0.13729282796122708,0.1497798872720166,0.11819543029020926,0.27177457607087946,0.1767833485930214,-0.36659937067035886,0.24041167691770807,0.25532959000709415,0.28868255621713723,0.522758279943544,0.07949092880582438,0.7886922513290672,0.47092246927911474,0.778614586710504,0.06060070585289128,0.8501539943608565,0.9726789540937063,0.16482769445963288
NSP6-189-0-G,0.27189713449598246,0.10942303790590124,0.3910118907900619,0.20403577702475276,0.18181100459214336,1.8771799233230124,0.4840743664522906,0.35119132951502785,1.4038788399627102,1.0464994895125876,1.5108133152670118,0.10996843506913803,0.16036769912248222,-41.41671739184383,0.3336203970851443,0.3611178827410617,0.20037455050986558,0.15944569030328307,0.6304548257766118,-0.11405477186775151,-0.03221610728409167,-0.00906486565744984,-0.1273216532887354,-0.064453636976292,0.4848677245917465,-0.012649437323522689,0.036835243147450625,0.012168167910399725,-0.0732739089962584,0.36152319248037074,-0.08331042030610242,-0.00767198442278171,1.1368364429257092,0.2661965854098572,0.6586411736247448,0.3068134558452243,0.03152966159272223,0.17435741213112377,1.275670198075269,0.2646833387187529,0.18796527828102164,1.1491603718460202
ORF3a-64-2-T,0.7151415659405126,0.36164503972849454,-0.018570458237764417,0.6140292717274932,0.4231956102893017,0.4280145351598257,0.10292092025079201,0.8902905489683302,0.2599161809619819,0.19812904633886677,0.3349706162239011,0.318702470645017,0.7103138364238893,0.3336203970851428,-41.41671739184383,0.81398151792432,0.7968649486069613,0.6518928841439261,-0.10509633908846011,0.2440578326569637,0.28191746560481534,0.2991948554323163,0.05864967157446928,0.10823137183038473,-0.14151976948019698,0.12671368958040158,0.11973837361881838,0.23638634765434482,0.08365655533883119,-0.15241756749904167,0.16271323442968805,0.2278452331878495,0.35534275951878186,0.5770724889181671,0.08377197395019312,0.8560737392495221,0.41958875819683616,0.5718986600450576,0.33660418094045724,0.9060515852135883,0.8487317564005117,0.28225780091893654
ORF6-20-0-C,0.7792618875217752,0.3760482530039527,0.16245543636388887,0.6822838280004271,0.3265262354267905,0.42672073648557546,0.09454323268817116,0.9076325864697421,0.28899316953447607,0.22032526963596913,0.3545820368487892,0.28985187590191985,0.7334652275410397,0.3611178827410646,0.8139815179243045,-41.41671739184383,0.5984145260029842,0.7214399528641716,-0.13766180378952106,0.24789815151051137,0.3204882630369837,0.28359428320917796,0.0002652906509331317,0.03884840131659555,0.020422758703670038,0.020983254988696323,0.17240909553784944,0.06376762864321495,1.2378169401769996,-0.3654131521936381,-0.0312115398624725,0.11959851311023992,0.47201688619510157,0.6574349827258805,0.24311552862996438,0.9015698594187018,0.5109006338271791,0.6606617636084454,0.3365912851506805,0.9402382003316766,0.8696237393350341,0.30714990182197716
S-1146-2-T,0.5255317877181428,1.440697976076964,0.1176867249674572,0.2923028401422315,0.18223429239125455,0.25909345708475445,0.1892780727561897,0.688891109152783,0.18110424565775646,0.16376479381677853,0.22487682295967934,0.30757422839316695,0.8254510518520759,0.2003745505098749,0.7968649486069633,0.5984145260029881,-41.41671739184383,0.4687665570500437,-0.021195623998979996,0.20812925605705618,0.2058122403648499,0.16665469824461826,0.10320659567791513,0.6141148567441311,-0.3312212900476225,0.08335155906279999,0.12910222294779936,0.11970009870919691,0.2292387997227655,-0.12713221296810287,0.20476381928326837,0.13294781638916217,0.34623128928532726,0.4841173172412823,0.054506113276749237,0.6482133958755906,0.2531354797617098,0.43303384617363694,0.25952495174362245,0.6825932588077885,0.5796448737966872,0.10979546725630243
S-339-1-A,0.709413210774299,0.32743323470381513,0.04209698009156572,0.5565466163428042,0.2989212037236386,0.22289729782991555,0.059713619412200415,0.6720847923436934,0.13677476239439904,0.1642202764667265,0.195822195036666,0.27370408177322475,0.658482851258675,0.1594456903032849,0.6518928841439308,0.7214399528641675,0.4687665570500421,-41.41671739184383,0.4309054743999714,1.2304004612272579,1.4297399273511884,1.3204200213416735,0.13689030029621987,0.24045474526209396,-0.03138403814511008,0.16745883160132455,0.12289747937230078,0.3265254160613483,0.13659911279023523,-0.20314387722265556,0.17485512579497073,0.28281787393103436,0.22815157755260865,0.4843533134980177,0.0833135511008474,0.6682627392553335,0.6149426091707513,0.6651304838144719,0.06491249604695047,0.7306647554042367,0.775131405487096,0.0959594500179064
S-371-0-C,-0.14997468322566565,-0.05662028310527934,0.6246288872484097,-0.26192375425556386,-0.07881009604142741,0.6659326966532282,0.2746946820889956,-0.20561131598463242,0.5084957577465883,0.6116647166387075,0.5679913341694655,-0.0922812172795647,-0.24332904808127295,0.6304548257766093,-0.10509633908845403,-0.1376618037895142,-0.02119562399898471,0.43090547439996973,-41.41671739184383,3.373208968525023,2.25110900457487,1.7455860236649727,0.19137736509290496,-0.07729542693925197,0.5817768268962904,-0.03629288072878193,-0.06848672241999733,-0.032784113128010564,0.05995039555876097,0.8334579038232371,-0.05113875658932884,-0.16817597675526877,0.9403950842742516,-0.11144300966168462,0.5505748721283817,-0.20430854622411754,-0.32347959577246516,-0.2660118856184803,0.8053579810549998,-0.27107867269154856,-0.2556781921808688,0.8970599570365009
S-371-1-T,0.32654697056967935,0.35242109804649185,-0.05025595993494375,0.3416906194168193,0.08787971400097601,-0.08094967223024709,-0.04735934196694165,0.21749408345606752,-0.11335239061529825,-0.07798973468699423,-0.055575384507128886,0.12473893864038321,0.32122153806748377,-0.11405477186775596,0.24405783265696113,0.24789815151050756,0.20812925605705587,1.2304004612272603,3.3732089685250095,-41.41671739184383,3.476417171014075,2.653263895301925,0.49785324583811363,0.1913710550713105,-0.26109650759715647,0.07160996013096754,-0.01808562706270594,0.3161461417968448,0.3175115237597107,0.0023810635042122593,0.13149559565781563,0.08526054989982561,-0.14499384495846226,0.21259995399912068,-0.03739097192688702,0.3052166952923866,0.3114569041937942,0.29421972224417414,-0.1784358217558646,0.32237930604628295,0.3448246106853868,-0.1898895201349333
S-373-0-C,0.342435412749331,0.12873325173794542,0.03570434200155712,0.23245881473433253,0.1215695201545256,-0.005829913648431478,-0.019893710227254745,0.2576686064691018,-0.006858596592759431,-0.054079964666834415,-0.015646148014047182,0.1190124555549324,0.3597438398594879,-0.03221610728408093,0.28191746560481784,0.320488263036981,0.2058122403648504,1.4297399273512006,2.251109004574867,3.476417171014065,-41.41671739184383,4.157219452531542,0.5560853079608372,0.20016210942487936,-0.09959497205255473,0.332929719926852,0.23455599465884286,0.1782781295567565,0.10937393092935235,-0.14007583536487764,0.30205279035459687,0.029856826808105384,-0.034948729196524794,0.21470503714415132,0.0029228738501435375,0.4051861438685836,0.24563421978614577,0.3385819686944878,-0.10367968619864862,0.35539598728098454,0.3659332367640648,-0.0941314174200014
S-375-1-T,0.3023806672285763,0.08878438459768845,0.05606321844821949,0.21848895949930242,0.12444506330262001,0.0006454296857587327,-0.026590717718769873,0.3252540035275718,-0.0027688602239501273,-0.04919577497552745,0.018222878997853752,0.11034401403828746,0.30571966123436867,-0.009064865657445131,0.2991948554323142,0.2835942832091795,0.1666546982446192,1.320420021341656,1.7455860236649596,2.6532638953019365,4.1572194525315505,-41.41671739184383,0.5208144709537932,0.14056583717252044,-0.09288831319241139,0.3477108409205979,0.08842309908702677,0.2120665785431864,0.007949487453057968,0.04235890314411172,0.2886374907446311,0.37887513875229045,0.01840433748219237,0.19599272203701645,-0.034087286821074966,0.335176633971112,0.21579099853028882,0.26695425613065193,-0.05187378600382759,0.3023553074081217,0.32723565177435715,-0.07087443775984334
S-417-2-T,0.04375752546860669,0.14725231988682386,0.5565884045279194,0.4737721528019636,-0.034905281588141476,-0.13549056406769042,-0.017955734567954042,0.13406604183223655,-0.16557030268249603,0.09108992522518294,-0.13846196181935178,-0.012726468576039096,0.4961481367725017,-0.1273216532887459,0.05864967157447133,0.00026529065093369416,0.1032065956779185,0.1368903002962248,0.19137736509291606,0.49785324583811014,0.5560853079608307,0.5208144709538008,-41.41671739184383,1.5877513150110762,1.8013291889356549,0.15842245879807026,0.35447204354796635,0.3325737287377594,0.013234099502264413,-0.10855440548607444,0.04266194795262722,0.05122939448255221,-0.09180530688389742,-0.06288948209392013,-0.08573889187809733,0.132761231403687,0.5415161593180472,0.020114890497336925,-0.1880015093500206,0.05155595448263911,0.049361945121399756,-0.20304543398523767
S-440-2-G,0.1221487448923087,0.8265624608574761,-0.15058111376057762,0.6094844565522911,0.09805105981021453,-0.10692473035330594,-0.018658905944792557,0.24746484108919453,-0.062445103403497286,-0.06295981053835102,-0.016066086239515477,0.10217551998826213,0.17428940105715768,-0.06445363697628641,0.10823137183037071,0.03884840131659407,0.6141148567441329,0.24045474526209173,-0.0772954269392547,0.19137105507130925,0.20016210942488788,0.14056583717251134,1.5877513150110738,-41.41671739184383,2.684648740931076,0.19601216340010438,0.1708035018485562,0.2887697747247901,0.14989649601292745,-0.1910195646810348,0.19556837159824972,0.12270526592459681,-0.10393855629956117,0.1392287538044067,-0.12019219571432982,0.14565181857476137,0.6025935162844873,0.1199561915455784,-0.170648566969943,0.07988617302305888,0.10333068562049551,-0.1456281361817933
S-446-0-A,-0.00926758677361459,-0.11010857481693333,0.3996756374977325,0.1126423448109704,-0.03800025865775909,0.5048317234749277,0.2081477835591983,0.14391279062726797,0.5223977266768931,0.35954674192201186,0.4063856953816936,-0.003923847888482112,-0.13729282796121856,0.4848677245917426,-0.14151976948020387,0.02042275870367165,-0.33122129004762735,-0.03138403814512704,0.5817768268962886,-0.2610965075971579,-0.09959497205254567,-0.09288831319241074,1.8013291889356546,2.6846487409310735,-41.41671739184383,0.15498324738574973,0.17618417215241375,0.11714456712980284,-0.17967936794609124,1.1572669023893116,-0.15777423017978182,0.017404050424530706,0.795758295240429,0.03563967857671337,0.44420507823142175,-0.01826558109648761,0.5729394471123287,-0.061193060273053136,0.6274530035778066,-0.10637686146060168,-0.09522389016682035,0.676194219483432
S-477-1-A,0.11073515941961193,0.07022082099008344,0.04324726852037841,0.20692379794234433,0.867484132770411,-0.006817976216326563,0.0011059668269432629,0.16157106015112555,-0.04607482187215594,0.014828348161410886,-0.03555934133825166,-0.12704696624209427,0.14977988727202624,-0.01264943732353989,0.12671368958040194,0.020983254988696097,0.08335155906279608,0.16745883160131972,-0.036292880728781986,0.07160996013097329,0.33292971992685255,0.34771084092059346,0.15842245879807407,0.19601216340010302,0.15498324738574726,-41.41671739184383,1.8974992896532519,2.5522834239781393,1.0276836317911393,0.4231826514927385,0.712677435922241,0.5808976111059345,0.04901151967270256,-0.0026925573184385424,-0.04879667962065587,0.16909083989534787,0.15236141274709214,0.10304483747248616,0.0018613357893811926,0.11294240675523569,0.10486391061787063,-0.09174942017448089
S-478-1-A,0.12208751983219544,0.0508099251678817,0.001589285377730516,0.15647423222773615,-0.04785712335690025,-0.0006122390792319919,0.14117975909220115,0.13739307094733375,0.022963359990806148,0.05825255705839993,0.00901643913144859,1.1844097001311844,0.11819543029020493,0.03683524314745434,0.11973837361880976,0.17240909553784486,0.12910222294779994,0.12289747937229782,-0.06848672241998223,-0.01808562706270895,0.23455599465885227,0.08842309908701988,0.3544720435479716,0.1708035018485481,0.176184172152418,1.897499289653249,-41.41671739184383,1.7917633650441194,0.7487734760011199,0.257578727038861,0.6776890095992775,0.4680787002935294,0.05544794890814422,0.16409044067665787,0.03902159393699387,0.13906560711129484,0.24735615161120378,0.19474040747204074,0.2902954177566503,0.13308870892547428,0.19704045067963857,0.0188541931933817
S-484-1-C,0.27892029502967247,0.12566234090658465,0.011823730145856134,0.25949537553277585,-0.0024984327884370865,-0.0024374472771444625,-0.022478900974981116,0.28690353435177224,-0.02601165212266281,0.03567784773670282,0.05518249975610637,-0.04056933798521544,0.27177457607087757,0.012168167910385946,0.23638634765434838,0.0637676286432339,0.11970009870919751,0.32652541606136065,-0.032784113128017815,0.3161461417968444,0.17827812955675862,0.2120665785431917,0.3325737287377706,0.2887697747247895,0.11714456712980717,2.5522834239781482,1.7917633650441234,-41.41671739184383,2.396270664920523,1.2573479143601185,1.295597771606935,1.1101809768732578,0.0017661572628768082,0.1570325428369224,-0.10826984071820708,0.25173056796370574,0.2538823668113984,0.20671524623392612,-0.13708390823418196,0.2612232995863109,0.25853511970900694,-0.13511954354008174
S-493-1-G,0.12264886087843394,0.2516569692073648,-0.059449155013609874,-0.042017114222951304,-0.025180108540560284,-0.0889472394860933,-0.02835887128186638,0.31968248760265305,-0.05114648934719569,-0.02481274376453795,-0.008345321142563854,-0.04392232293087743,0.17678334859302577,-0.0732739089962548,0.08365655533883219,1.2378169401770005,0.22923879972276598,0.13659911279022693,0.05995039555876106,0.3175115237597022,0.1093739309293581,0.007949487453052344,0.013234099502256808,0.149896496012918,-0.17967936794608838,1.0276836317911409,0.748773476001106,2.3962706649205106,-41.41671739184383,2.526448335075885,3.0153443901794756,1.3928257821895262,-0.1355810800914564,-0.037402898255388915,0.17061845162562678,0.10418406395698494,-0.019484318643043418,0.08838143141190555,-0.13979575687698576,0.0894011443487787,0.09226333109027084,-0.06701832368682753
S-496-0-A,-0.21525150501004744,-0.05621533406419022,0.2567165227246215,-0.15697576376867045,-0.14419043129480769,0.43336562248257215,0.16807453333568043,-0.31490356064327923,0.3872430035897463,0.3107689442709925,0.32037944457394163,-0.20329273464936481,-0.36659937067035536,0.36152319248037934,-0.15241756749905094,-0.3654131521936303,-0.12713221296810168,-0.20314387722265648,0.8334579038232447,0.0023810635042196826,-0.14007583536487014,0.0423589031441026,-0.10855440548606535,-0.19101956468102993,1.1572669023893396,0.42318265149272766,0.2575787270388565,1.2573479143601203,2.526448335075892,-41.41671739184383,2.5870541142199275,1.4036603518578405,0.7883652087757176,-0.2487298302351585,0.48182433750982756,-0.2714663344519095,-0.27741668500616706,-0.3053497027983007,0.6691364500180528,-0.3340532378741892,-0.31475447348816116,0.779445563080421
S-498-1-G,0.18389664579091008,0.1527480273052119,-0.09676474778812277,0.0782790944463653,0.00018914612805270004,-0.09325572017374802,-0.050458448090456395,0.346113682994239,-0.06210628015897629,-0.06251681190091395,-0.03127717975585547,-0.012057966164735244,0.2404116769177053,-0.08331042030610641,0.16271323442968433,-0.031211539862477412,0.20476381928326967,0.17485512579496862,-0.0511387565893336,0.1314955956578206,0.30205279035459837,0.2886374907446328,0.04266194795261726,0.19556837159825033,-0.15777423017978254,0.7126774359222375,0.6776890095992848,1.2955977716069331,3.0153443901794836,2.5870541142199257,-41.41671739184383,3.462666412980008,-0.1255429414426491,-0.14267626204624068,-0.07578799020330872,0.2543549634198466,0.09543779219005372,0.13057119820256208,-0.20285854750706214,0.2338881782943519,0.20869558537037478,-0.0659498612810679
S-505-0-C,0.24352843824123643,-0.02437316888645548,-0.062671190189208,0.14826356040709587,0.08095539527458737,0.01574779429537494,-0.03934683499812203,0.19728992917732646,-0.03335232365093297,-0.010085691692102904,-0.03827040750433503,-0.010568506083452717,0.2553295900070969,-0.007671984422782055,0.22784523318784802,0.11959851311024082,0.1329478163891635,0.2828178739310379,-0.16817597675526352,0.0852605498998277,0.029856826808100416,0.37887513875228807,0.05122939448254854,0.12270526592460557,0.017404050424525037,0.580897611105926,0.46807870029352694,1.1101809768732471,1.3928257821895271,1.4036603518578377,3.462666412980027,-41.41671739184383,0.01010806953012619,0.005187709086327207,-0.14384266564545958,0.24512517420865637,0.11299074493280845,0.17906031977599404,-0.10998604125719652,0.23354622475640352,0.23283864316572933,0.044925305327740896
S-547-1-A,0.2440631956183942,0.09909739138294583,0.8577684443177497,0.214349271360096,0.20478752054226304,1.2388473868580927,0.625598449392232,0.284327925037525,0.8392733007976995,0.9823849555475314,1.0031718238419225,0.0933882288064543,0.2886825562171311,1.1368364429257125,0.35534275951878574,0.4720168861950869,0.3462312892853236,0.22815157755260776,0.9403950842742673,-0.14499384495846346,-0.034948729196532156,0.018404337482185642,-0.09180530688389663,-0.10393855629957031,0.7957582952404378,0.049011519672694834,0.05544794890814608,0.0017661572628840834,-0.13558108009145753,0.7883652087757042,-0.12554294144265343,0.010108069530127531,-41.41671739184383,0.23376510045934248,0.6726371267188547,0.2503552828932613,0.18720768322810297,0.17347858631185603,1.537140225538584,0.19515351731540653,0.29485316986371063,1.7224823637207658
